"","timestamp","value","is_anomaly","file_number"
"1",1,-4.76614361213446,0,1
"2",2,0.721033265935633,0,1
"3",3,5.53729719427121,0,1
"4",4,8.76189852587285,0,1
"5",5,5.78016112629049,0,1
"6",6,0.645282769134313,0,1
"7",7,0.293577501910591,0,1
"8",8,-0.674171774406085,0,1
"9",9,3.20543117250665,0,1
"10",10,0.318493130277123,0,1
"11",11,1.03887941239231,0,1
"12",12,-4.76614361213446,0,1
"13",13,-2.90851318281456,0,1
"14",14,-3.70571535333891,0,1
"15",15,-0.977509331500292,0,1
"16",16,0.488554279785901,0,1
"17",17,2.1389158445576,0,1
"18",18,-0.375978355857,0,1
"19",19,-2.35064477737313,0,1
"20",20,0.562884215467073,0,1
"21",21,1.09610765892544,0,1
"22",22,-1.94710725466384,0,1
"23",23,1.50171907733063,0,1
"24",24,7.48034364927934,0,1
"25",25,-2.0840287009581,0,1
"26",26,1.53457488904732,0,1
"27",27,0.279161745883071,0,1
"28",28,1.09315471077142,0,1
"29",29,1.31301672395061,0,1
"30",30,-1.37159440448887,0,1
"31",31,-0.31526577713085,0,1
"32",32,0.690325021445078,0,1
"33",33,0.886762622812178,0,1
"34",34,-3.77118136519401,0,1
"35",35,-2.48793025842105,0,1
"36",36,-0.909138739959954,0,1
"37",37,-2.94662800115466,0,1
"38",38,0.940216964787459,0,1
"39",39,-0.598718274493548,0,1
"40",40,-2.69188828126712,0,1
"41",41,0.58986055146027,0,1
"42",42,-0.378208663041507,0,1
"43",43,-1.0621395781925,0,1
"44",44,2.06253468589828,0,1
"45",45,1.49851785808374,0,1
"46",46,-0.00255365251015811,0,1
"47",47,3.89031288660987,0,1
"48",48,3.73576860852563,0,1
"49",49,-0.163316713028525,0,1
"50",50,-0.942930841148952,0,1
"51",51,4.18796100975487,0,1
"52",52,-2.2856861449938,0,1
"53",53,0.575120449904309,0,1
"54",54,0.545356208526484,0,1
"55",55,-1.4847082866426,0,1
"56",56,-0.0337950817219221,0,1
"57",57,4.99210840620587,0,1
"58",58,0.419716375761665,0,1
"59",59,-0.376786054905786,0,1
"60",60,-4.76614361213446,0,1
"61",61,-2.80730213571764,0,1
"62",62,-1.48345865739101,0,1
"63",63,-0.668961806048556,0,1
"64",64,-1.60902482899668,0,1
"65",65,-3.33972002055957,0,1
"66",66,-0.325279646381734,0,1
"67",67,-3.31726066904459,0,1
"68",68,0.755488281440148,0,1
"69",69,4.76047612677847,0,1
"70",70,2.86191798923137,0,1
"71",71,1.30513232130795,0,1
"72",72,-2.36524392478946,0,1
"73",73,0.448965130577465,0,1
"74",74,-0.328349532735179,0,1
"75",75,-1.23524771707062,0,1
"76",76,-1.02970359623618,0,1
"77",77,0.542068893930701,0,1
"78",78,-1.69512026757664,0,1
"79",79,-0.29365413981233,0,1
"80",80,0.724584045995127,0,1
"81",81,4.06208880910288,0,1
"82",82,-0.519703793717557,0,1
"83",83,-0.1676269187543,0,1
"84",84,0.264623100248198,0,1
"85",85,-0.981413721826418,0,1
"86",86,-1.33395661471446,0,1
"87",87,-2.26532048651122,0,1
"88",88,-0.357067707987095,0,1
"89",89,4.42238191996744,0,1
"90",90,-1.15682991603047,0,1
"91",91,1.59937768871845,0,1
"92",92,-1.2191165786711,0,1
"93",93,0.992279102462617,0,1
"94",94,0.322968560377119,0,1
"95",95,1.90106308988449,0,1
"96",96,-0.205336074840736,0,1
"97",97,1.09144719062107,0,1
"98",98,5.54946463135293,0,1
"99",99,2.04465022093331,0,1
"100",100,0.615883167493789,0,1
"101",101,-1.85688431174781,0,1
"102",102,3.52326811026857,0,1
"103",103,1.74491402999997,0,1
"104",104,-1.52285098252546,0,1
"105",105,-2.43367987285959,0,1
"106",106,-0.312718339289849,0,1
"107",107,-2.35863657936939,0,1
"108",108,-4.76614361213446,0,1
"109",109,-3.09437658326533,0,1
"110",110,-1.93698141131095,0,1
"111",111,-3.77328914773788,0,1
"112",112,-2.2286520703247,0,1
"113",113,-1.70484910737059,0,1
"114",114,-4.76614361213446,0,1
"115",115,-1.37396735616524,0,1
"116",116,-1.43100353903665,0,1
"117",117,0.0785844352031007,0,1
"118",118,0.169572486372816,0,1
"119",119,2.11044363180722,0,1
"120",120,-0.180330044397171,0,1
"121",121,-0.576669025885501,0,1
"122",122,-0.561281376920169,0,1
"123",123,0.732304725391421,0,1
"124",124,3.94116859525728,0,1
"125",125,0.90141354513578,0,1
"126",126,1.34427035300171,0,1
"127",127,-1.86327948492583,0,1
"128",128,-0.654224822753957,0,1
"129",129,-0.254749113940743,0,1
"130",130,2.27318228166723,0,1
"131",131,-0.61374894048797,0,1
"132",132,-4.76614361213446,0,1
"133",133,-4.76614361213446,0,1
"134",134,-4.76614361213446,0,1
"135",135,-3.12788332645137,0,1
"136",136,-1.46499737348268,0,1
"137",137,-0.0785369640102564,0,1
"138",138,2.32116158845949,0,1
"139",139,-0.676064448883975,0,1
"140",140,-1.94320047965432,0,1
"141",141,-0.0355321779483396,0,1
"142",142,-0.726580366456374,0,1
"143",143,0.0577617687323488,0,1
"144",144,-2.07668103508882,0,1
"145",145,-0.835179461472286,0,1
"146",146,-0.654278818755795,0,1
"147",147,-3.13489075041683,0,1
"148",148,-0.71791146882469,0,1
"149",149,-0.433791046062389,0,1
"150",150,-3.03892841447072,0,1
"151",151,-3.47635712671517,0,1
"152",152,-0.923681579211893,0,1
"153",153,-0.348727645871733,0,1
"154",154,-3.17281508465017,0,1
"155",155,-1.69898177187563,0,1
"156",156,1.16710788795306,0,1
"157",157,-3.77250929026093,0,1
"158",158,-0.0785369640102564,0,1
"159",159,-4.76614361213446,0,1
"160",160,-1.81293856837277,0,1
"161",161,-2.19204493219112,0,1
"162",162,-2.24524846427857,0,1
"163",163,-2.24037532710747,0,1
"164",164,1.22326611032512,0,1
"165",165,5.62607531658093,0,1
"166",166,2.41322323169295,0,1
"167",167,3.89963668158141,0,1
"168",168,-0.378612387298575,0,1
"169",169,2.6465091811721,0,1
"170",170,4.25024292637736,0,1
"171",171,6.57208342216892,0,1
"172",172,-1.14740357841896,0,1
"173",173,-0.457035854394691,0,1
"174",174,0.159094296784102,0,1
"175",175,2.61550202769028,0,1
"176",176,1.64338584494365,0,1
"177",177,1.42883146016271,0,1
"178",178,-3.50061829977862,0,1
"179",179,-0.309543496103677,0,1
"180",180,2.82079268902179,0,1
"181",181,-2.26931401156249,0,1
"182",182,-4.76614361213446,0,1
"183",183,-2.3251058846402,0,1
"184",184,0.177507075714294,0,1
"185",185,-1.06965476105077,0,1
"186",186,-4.76614361213446,0,1
"187",187,-0.213049690341501,0,1
"188",188,2.47429159490282,0,1
"189",189,-4.76614361213446,0,1
"190",190,7.09848895683432,0,1
"191",191,7.26117891396374,0,1
"192",192,1.02455139248109,0,1
"193",193,1.41630704984794,0,1
"194",194,1.29913555552152,0,1
"195",195,1.08191643824641,0,1
"196",196,4.0509407421894,0,1
"197",197,0.221004023801651,0,1
"198",198,0.953031508403772,0,1
"199",199,4.06570656686155,0,1
"200",200,2.00251533511454,0,1
"201",201,-0.357067707987095,0,1
"202",202,-0.90218614449572,0,1
"203",203,-1.41611913576083,0,1
"204",204,-0.292336270546251,0,1
"205",205,-3.27747560443951,0,1
"206",206,-3.34911961388488,0,1
"207",207,-1.25704671023822,0,1
"208",208,1.21916163052362,0,1
"209",209,-0.785413880470904,0,1
"210",210,-0.550136085891119,0,1
"211",211,1.14089623506267,0,1
"212",212,2.292506400314,0,1
"213",213,1.25980641442562,0,1
"214",214,-1.58411384581272,0,1
"215",215,1.17483663984816,0,1
"216",216,-1.93905771089494,0,1
"217",217,0.691386860354778,0,1
"218",218,-2.45824784271181,0,1
"219",219,-0.563725182050851,0,1
"220",220,-3.00610045484861,0,1
"221",221,1.02582504392199,0,1
"222",222,2.20447977576739,0,1
"223",223,2.47513812242789,0,1
"224",224,7.42213844309754,0,1
"225",225,-1.99667434660312,0,1
"226",226,6.15421832004406,0,1
"227",227,-3.45096500166124,0,1
"228",228,0.500626046338329,0,1
