"","timestamp","value","is_anomaly","file_number"
"1",1,0,0,1
"2",2,0.091757964510557,0,1
"3",3,0.1722967523845,0,1
"4",4,0.22621935431999,0,1
"5",5,0.17635798469946,0,1
"6",6,0.090491245476051,0,1
"7",7,0.08460994072769,0,1
"8",8,0.06842699169496,0,1
"9",9,0.13330269689422,0,1
"10",10,0.085026586189321,0,1
"11",11,0.097073068447328,0,1
"12",12,0,0,1
"13",13,0.031063767542922,0,1
"14",14,0.017732750501525,0,1
"15",15,0.063354504072079,0,1
"16",16,0.087870391896335,0,1
"17",17,0.11546815687729,0,1
"18",18,0.073413457727404,0,1
"19",19,0.040392584616896,0,1
"20",20,0.089113355947223,0,1
"21",21,0.098030053711531,0,1
"22",22,0.047140641497552,0,1
"23",23,0.10481279080241,0,1
"24",24,0.20478886838928,0,1
"25",25,0.044851006319212,0,1
"26",26,0.1053622140254,0,1
"27",27,0.08436887679639,0,1
"28",28,0.097980673762982,0,1
"29",29,0.10165726215275,0,1
"30",30,0.056764513454874,0,1
"31",31,0.074428708878932,0,1
"32",32,0.091244453451818,0,1
"33",33,0.094529332881679,0,1
"34",34,0.016638011234698,0,1
"35",35,0.038096861957006,0,1
"36",36,0.064497814457643,0,1
"37",37,0.030426401876334,0,1
"38",38,0.095423209955973,0,1
"39",39,0.069688744272108,0,1
"40",40,0.03468622413034,0,1
"41",41,0.089564461084836,0,1
"42",42,0.073376161964568,0,1
"43",43,0.061939295606039,0,1
"44",44,0.11419089175512,0,1
"45",45,0.10475925920163,0,1
"46",46,0.079657960399444,0,1
"47",47,0.14475546275416,0,1
"48",48,0.1421711341096,0,1
"49",49,0.076969639696569,0,1
"50",50,0.063932734364448,0,1
"51",51,0.14973281021845,0,1
"52",52,0.041478839355346,0,1
"53",53,0.089317973365284,0,1
"54",54,0.088820248166203,0,1
"55",55,0.054872994406929,0,1
"56",56,0.079135533290464,0,1
"57",57,0.16317996709063,0,1
"58",58,0.086719266992802,0,1
"59",59,0.0733999511789,0,1
"60",60,0,0,1
"61",61,0.032756244361869,0,1
"62",62,0.054893891024455,0,1
"63",63,0.068514114108229,0,1
"64",64,0.052794141631654,0,1
"65",65,0.023853017353212,0,1
"66",66,0.074261254415598,0,1
"67",67,0.024228588329879,0,1
"68",68,0.092334130025197,0,1
"69",69,0.15930655332113,0,1
"70",70,0.12755838225296,0,1
"71",71,0.10152541717054,0,1
"72",72,0.040148453968244,0,1
"73",73,0.087208372094752,0,1
"74",74,0.074209918996797,0,1
"75",75,0.059044537369404,0,1
"76",76,0.062481698329215,0,1
"77",77,0.088765276857146,0,1
"78",78,0.051354431854972,0,1
"79",79,0.074790104163639,0,1
"80",80,0.091817341555971,0,1
"81",81,0.14762794333026,0,1
"82",82,0.071010044475103,0,1
"83",83,0.076897563342406,0,1
"84",84,0.084125757873884,0,1
"85",85,0.063289213866033,0,1
"86",86,0.057393902128707,0,1
"87",87,0.041819399065704,0,1
"88",88,0.073729686380986,0,1
"89",89,0.15365285617975,0,1
"90",90,0.060355859742407,0,1
"91",91,0.10644586288975,0,1
"92",92,0.059314286360127,0,1
"93",93,0.096293806236591,0,1
"94",94,0.085101425467407,0,1
"95",95,0.11149072274185,0,1
"96",96,0.076266981262989,0,1
"97",97,0.097952120177625,0,1
"98",98,0.17250021935572,0,1
"99",99,0.11389182319254,0,1
"100",100,0.08999961787521,0,1
"101",101,0.048649372449385,0,1
"102",102,0.13861764684086,0,1
"103",103,0.1088795585287,0,1
"104",104,0.054235162564995,0,1
"105",105,0.0390040506742,0,1
"106",106,0.0744713077811,0,1
"107",107,0.040258943675435,0,1
"108",108,0,0,1
"109",109,0.027955712584728,0,1
"110",110,0.047309968420241,0,1
"111",111,0.016602764360002,0,1
"112",112,0.042432577628354,0,1
"113",113,0.051191743726563,0,1
"114",114,0,0,1
"115",115,0.056724832354639,0,1
"116",116,0.055771058827737,0,1
"117",117,0.081014772096658,0,1
"118",118,0.082536297382909,0,1
"119",119,0.11499203730886,0,1
"120",120,0.076685138451098,0,1
"121",121,0.070057457403873,0,1
"122",122,0.070314773575565,0,1
"123",123,0.091946448716499,0,1
"124",124,0.14560588482236,0,1
"125",125,0.094774329323472,0,1
"126",126,0.10217989327054,0,1
"127",127,0.048542430740279,0,1
"128",128,0.068760549683423,0,1
"129",129,0.075440683881139,0,1
"130",130,0.11771339431815,0,1
"131",131,0.069437397660265,0,1
"132",132,0,0,1
"133",133,0,0,1
"134",134,0,0,1
"135",135,0.027395404320488,0,1
"136",136,0.055202605299814,0,1
"137",137,0.078387348178452,0,1
"138",138,0.11851571646444,0,1
"139",139,0.068395341911942,0,1
"140",140,0.047205971580879,0,1
"141",141,0.079106485126456,0,1
"142",142,0.067550601916344,0,1
"143",143,0.080666570182724,0,1
"144",144,0.044973875852863,0,1
"145",145,0.065734580284861,0,1
"146",146,0.068759646748575,0,1
"147",147,0.027278224398313,0,1
"148",148,0.067695565422881,0,1
"149",149,0.07244669924777,0,1
"150",150,0.028882930937168,0,1
"151",151,0.021568136982842,0,1
"152",152,0.064254625408408,0,1
"153",153,0.073869151016554,0,1
"154",154,0.026644044055307,0,1
"155",155,0.051289858799957,0,1
"156",156,0.099217337562612,0,1
"157",157,0.016615805334675,0,1
"158",158,0.078387348178452,0,1
"159",159,0,0,1
"160",160,0.049384244324413,0,1
"161",161,0.043044731483849,0,1
"162",162,0.04215504851616,0,1
"163",163,0.042236538352835,0,1
"164",164,0.1001564296112,0,1
"165",165,0.17378132267943,0,1
"166",166,0.12005519462968,0,1
"167",167,0.14491137762024,0,1
"168",168,0.073369410785068,0,1
"169",169,0.12395626148952,0,1
"170",170,0.15077430423661,0,1
"171",171,0.18960071033689,0,1
"172",172,0.06051348935254,0,1
"173",173,0.072057993662839,0,1
"174",174,0.082361078437032,0,1
"175",175,0.12343775199876,0,1
"176",176,0.1071817784483,0,1
"177",177,0.10359394556779,0,1
"178",178,0.021162435488903,0,1
"179",179,0.074524398314698,0,1
"180",180,0.12687067454443,0,1
"181",181,0.04175261832616,0,1
"182",182,0,0,1
"183",183,0.040819652463459,0,1
"184",184,0.082668981599835,0,1
"185",185,0.061813624810779,0,1
"186",186,0,0,1
"187",187,0.076137992226715,0,1
"188",188,0.12107639529965,0,1
"189",189,0,0,1
"190",190,0.19840339729984,0,1
"191",191,0.20112394005693,0,1
"192",192,0.096833471661634,0,1
"193",193,0.10338450919956,0,1
"194",194,0.10142513773096,0,1
"195",195,0.09779274451732,0,1
"196",196,0.14744152252573,0,1
"197",197,0.083396348606149,0,1
"198",198,0.095637498006913,0,1
"199",199,0.14768844039376,0,1
"200",200,0.1131872329372,0,1
"201",201,0.073729686380986,0,1
"202",202,0.064614077523704,0,1
"203",203,0.056019959597275,0,1
"204",204,0.074812141908008,0,1
"205",205,0.024893884278452,0,1
"206",206,0.023695834967821,0,1
"207",207,0.058680009072634,0,1
"208",208,0.10008779345816,0,1
"209",209,0.066566772961868,0,1
"210",210,0.070501147961051,0,1
"211",211,0.098779019649936,0,1
"212",212,0.11803653713501,0,1
"213",213,0.10076746585103,0,1
"214",214,0.053210709415363,0,1
"215",215,0.099346579713514,0,1
"216",216,0.047275248011591,0,1
"217",217,0.091262209791582,0,1
"218",218,0.038593218846488,0,1
"219",219,0.070273907645883,0,1
"220",220,0.029431888410363,0,1
"221",221,0.096854769984307,0,1
"222",222,0.11656453357642,0,1
"223",223,0.12109055114779,0,1
"224",224,0.20381554615786,0,1
"225",225,0.046311768005022,0,1
"226",226,0.18261306403662,0,1
"227",227,0.021992750543024,0,1
"228",228,0.088072259040681,0,1
"229",229,0.037896500450725,0,1
"230",230,0.09882843339863,0,1
"231",231,0.076277687882641,0,1
"232",232,0.022875979046571,0,1
"233",233,0.10022162220861,0,1
"234",234,0.081172004370788,0,1
"235",235,0.097506677856458,0,1
"236",236,0.056807228797843,0,1
"237",237,0.12240855732315,0,1
"238",238,0.1715485140175,0,1
"239",239,0.075015592829224,0,1
"240",240,0.11388410095531,0,1
"241",241,0.10519027968795,0,1
"242",242,0.1150532998405,0,1
"243",243,0.10890530980571,0,1
"244",244,0.099350621485086,0,1
"245",245,0.12889794040441,0,1
"246",246,0.12069378235889,0,1
"247",247,0.13053034917739,0,1
"248",248,0.078977758004111,0,1
"249",249,0.080884163378641,0,1
"250",250,0.04008956024204,0,1
"251",251,0.050637253519971,0,1
"252",252,0.039066291775136,0,1
"253",253,0.028611752774164,0,1
"254",254,0.040593364983329,0,1
"255",255,0.038807415292018,0,1
"256",256,0.078327962881322,0,1
"257",257,0.066320996162546,0,1
"258",258,0.083175583471284,0,1
"259",259,0.068024645877254,0,1
"260",260,0.051675070535006,0,1
"261",261,0.044129112207997,0,1
"262",262,0.037685894365982,0,1
"263",263,0.093414561465838,0,1
"264",264,0.06987083046098,0,1
"265",265,0.021992750543024,0,1
"266",266,0.11305566197523,0,1
"267",267,0.030884138240845,0,1
"268",268,0.10381377439313,0,1
"269",269,0.048953768695625,0,1
"270",270,0.042258794089861,0,1
"271",271,0.048388685585471,0,1
"272",272,0.034197830567692,0,1
"273",273,0.088359530667711,0,1
"274",274,0.086890518272785,0,1
